"","date(Time)","Temp","Prec","EV","DP"
"1",2000-01-01,17.3693036959545,0,-0.305438062635244,11.8591463524594
"2",2000-01-02,18.5383946702478,0,-0.292195833019,11.7518942767203
"3",2000-01-03,17.6623747218588,0,-0.330588033611831,11.5975942670038
"4",2000-01-04,18.1667539410508,0.0215621305483804,-0.340066321993484,14.0907395546299
"5",2000-01-05,19.6751799126867,0.0305463516102056,-0.254761726558611,16.4317189837354
"6",2000-01-06,19.3038824188893,0.618114409053488,-0.235326102729085,14.4982131302922
"7",2000-01-07,16.6981432757697,0.677410268061516,-0.214590208291246,11.7194516655363
"8",2000-01-08,18.1886690012623,0.00359368842473007,-0.160731630989004,13.7050641817178
"9",2000-01-09,19.0355763471207,0.00179684421236503,-0.246070444071464,15.4706044317784
"10",2000-01-10,19.9313375315237,0.0287495073978405,-0.192554043245094,15.6289092684305
"11",2000-01-11,20.4179829217358,0.409680480419172,-0.315806009854164,17.706896279586
"12",2000-01-12,18.4082044430681,2.51558189731068,-0.0755639061444796,13.4203789512002
"13",2000-01-13,15.5507697413064,0.844516779811446,-0.25599356187175,10.7646253944692
"14",2000-01-14,16.5323501766849,0.882250508271102,-0.314676827483786,13.0111664375264
"15",2000-01-15,19.4022661657051,0.289291918190724,-0.140611654207734,15.1076230781677
"16",2000-01-16,13.4163136039981,0.580380680593814,-0.250176561781927,8.4127995590799
"17",2000-01-17,10.4542545117914,0.0970295874677026,-0.241690585180303,4.85866495653365
"18",2000-01-18,10.3309393936766,0.380930973021332,-0.213597896511218,2.59890622808605
"19",2000-01-19,10.4064095773002,0.00718737684946014,-0.314060909827217,-0.251046304958516
"20",2000-01-20,11.5874513841435,0,-0.369767240099168,3.00881256046136
"21",2000-01-21,13.6033352924952,0,-0.329150892413169,5.30139154824704
"22",2000-01-22,17.0135974101577,0.181481265448841,-0.218627890706535,12.1407313551079
"23",2000-01-23,18.5944252489661,6.49559182769864,-0.17541100180391,16.9046135151937
"24",2000-01-24,13.2141375525545,7.049019845107,-0.0245796112395615,11.5785186439686
"25",2000-01-25,8.86970308895079,10.4881796675732,-0.0034673226782635,0.89202439711003
"26",2000-01-26,6.86161998513564,0.34140040034931,-0.291511480067257,-4.44336237520672
"27",2000-01-27,7.55511150844063,0,-0.452745035498111,-5.49427814518145
"28",2000-01-28,9.37184607750899,0,-0.460751965033514,-0.594556822349638
"29",2000-01-29,11.5002175872787,0,-0.385986405055497,1.45444788861439
"30",2000-01-30,10.4510093771041,0,-0.455345576714738,0.227337298505669
"31",2000-01-31,8.48470738238711,0,-0.455414012009912,0.913980685133905
"32",2000-02-01,8.77127773784416,4.96647740297622,-0.223760537844614,1.17441739115789
"33",2000-02-02,9.85694170788651,0.00718737684946014,-0.283983597598074,3.09567163588382
"34",2000-02-03,12.4433972621916,0.776236699741574,-0.195359890347243,7.64197576416813
"35",2000-02-04,13.8000507807632,0.727721906007728,-0.18174126660754,10.1010448927813
"36",2000-02-05,14.3138845750536,0.736706127069553,-0.10786536546679,7.78614075133289
"37",2000-02-06,14.2341915559076,0.0053905326370951,-0.419451264395772,6.82131119544217
"38",2000-02-07,13.6057275392198,0,-0.437449747026636,4.36456065084437
"39",2000-02-08,12.9768162764053,0,-0.471770047556591,2.94412055342782
"40",2000-02-09,14.0707803024746,0.00359368842473007,-0.421333235013068,5.72212672187574
"41",2000-02-10,16.8015091364162,0.0359368842473007,-0.268140826765204,12.2977012494482
"42",2000-02-11,18.4424655765929,0.355775154048221,-0.207199196412412,14.742797396363
"43",2000-02-12,18.5954549551649,0.382727817233687,-0.220304555438307,14.4408896535195
"44",2000-02-13,18.6646532919411,0.0844516779811473,-0.299484191955073,15.2473528951516
"45",2000-02-14,17.2584386618802,0.0916390548305982,-0.2224602672363,11.2647808531379
"46",2000-02-15,16.0899717519499,0.0287495073978405,-0.276387279833717,8.96876790190525
"47",2000-02-16,18.0608190154436,0.00898422106182517,-0.250279214724689,11.8083395019721
"48",2000-02-17,17.2947280045845,0.143747536989175,-0.340168974936246,11.5098393750299
"49",2000-02-18,19.7103043352469,0.0574990147956718,-0.231527943846907,16.0651807114649
"50",2000-02-19,21.1028415546869,2.78690537337776,-0.192554043245093,19.6695073884337
"51",2000-02-20,12.6540917921892,7.64736896782447,-0.0555465823059717,10.2741131375006
"52",2000-02-21,12.2448719872712,9.51968063710855,-0.0696784707594824,10.9877188458222
"53",2000-02-22,12.9809351012006,8.211578050507,-0.00630738742800052,11.7602991437759
"54",2000-02-23,11.9677562069125,9.792800957388,-0.00972915218671981,10.0365461010823
"55",2000-02-24,10.8245847058262,4.73109081115644,-0.0181466934931693,8.53158307728906
